timestamp,x,y,z
2024-12-12 13:33:26,7.52761821493849,-3.75226913100645,0
2024-12-12 13:33:27,7.24812295510195,-3.76579347411669,0
2024-12-12 13:33:28,7.01560638866922,-3.7774207875787,0
2024-12-12 13:33:29,6.74514216162395,-3.75847075909854,0
2024-12-12 13:33:30,6.45036679705067,-3.69053842901761,0
2024-12-12 13:33:31,6.20837470457253,-3.66634179432235,0
2024-12-12 13:33:32,5.94888637171966,-3.65753882547716,0
2024-12-12 13:33:34,5.43229777184081,-3.65535695512092,0
2024-12-12 13:33:35,5.17003212200918,-3.63143356514316,0
2024-12-12 13:33:37,4.65986107361228,-3.63463178542739,0
2024-12-12 13:33:39,4.13416863354555,-3.63769352159419,0
2024-12-12 13:33:40,3.89905315734949,-3.63759695325331,0
2024-12-12 13:33:42,3.3356313273079,-3.64384434462549,0
2024-12-12 13:33:43,3.06311533339198,-3.64899481689715,0
2024-12-12 13:33:44,2.77667395426993,-3.63597460017151,0
2024-12-12 13:33:46,2.48055354123974,-3.641847569877,0
2024-12-12 13:33:47,2.20807740753338,-3.64256168464037,0
2024-12-12 13:33:48,2.01238697736275,-3.60919794450618,0
2024-12-12 13:33:49,1.92974350741769,-3.5886951550165,0
2024-12-12 13:34:05,1.8746990456272,-3.57234007274816,0
2024-12-12 13:34:06,1.9674087428897,-3.27244613068473,0
2024-12-12 13:34:07,1.91928514697506,-3.00175836274391,0
2024-12-12 13:34:09,1.92815901294701,-2.75368072279889,0
2024-12-12 13:34:10,1.94607897890622,-2.49377254702592,0
2024-12-12 13:34:11,1.96567548895164,-2.24876266425703,0
2024-12-12 13:34:12,1.98172326740285,-1.98078074502359,0
2024-12-12 13:34:13,2.00514685934933,-1.73700672966717,0
2024-12-12 13:34:14,2.02440792549075,-1.46501796842601,0
2024-12-12 13:34:15,2.05119142307449,-1.19236721239086,0
2024-12-12 13:34:16,2.08888372017969,-0.919200087315982,0
2024-12-12 13:34:17,2.11550769667415,-0.654796530568482,0
2024-12-12 13:34:18,2.13343502682458,-0.380776580886195,0
2024-12-12 13:34:20,2.18980853084337,0.149490621805333,0
2024-12-12 13:34:21,2.22323500537143,0.406938374570667,0
2024-12-12 13:34:29,2.20291817517672,0.200221877519775,0
2024-12-12 13:34:31,2.23710196236422,0.448930692407966,0
2024-12-12 13:34:32,2.26190558399643,0.721564224446235,0
2024-12-12 13:34:33,2.28693419164462,0.97906936367923,0
2024-12-12 13:34:35,2.29609057476874,1.22813317540527,0
2024-12-12 13:34:36,2.33975527555139,1.49428884060823,0
2024-12-12 13:34:37,2.36514582185658,1.75717955296464,0
2024-12-12 13:34:38,2.41581094049685,2.00849531645192,0
2024-12-12 13:34:39,2.53056623232726,2.25244730005364,0
2024-12-12 13:34:40,2.64361975698337,2.75284269537656,0
2024-12-12 13:34:42,2.76216262199597,3.2796927503919,0
2024-12-12 13:34:44,2.88915386859524,3.73383739623677,0
2024-12-12 13:34:45,2.98380085224054,3.92713904113105,0
2024-12-12 13:34:47,3.27999116990042,4.15942558110814,0
2024-12-12 13:34:48,3.54563362306008,4.26511547160269,0
2024-12-12 13:34:49,3.83189751938859,4.35608902124748,0
2024-12-12 13:34:50,4.11755475178293,4.4527429207838,0
2024-12-12 13:34:51,4.39739167620785,4.54930612229004,0
2024-12-12 13:34:53,4.66549627178429,4.62739648746428,0
2024-12-12 13:34:54,4.95276995989923,4.60490985350643,0
2024-12-12 13:34:55,5.22150396029927,4.600212210338,0
2024-12-12 13:34:57,5.79123978468242,4.68733517181535,0
2024-12-12 13:34:58,6.078400251963,4.70079287441341,0
2024-12-12 13:34:59,6.36826200702869,4.70586580586674,0
2024-12-12 13:35:00,6.63020180278669,4.71569549267682,0
2024-12-12 13:35:01,6.86929234212334,4.72484695744911,0
2024-12-12 13:35:02,7.14162848973302,4.73746122866582,0
2024-12-12 13:35:03,7.44041113100186,4.73708153264884,0
2024-12-12 13:35:05,7.70458428453455,4.75866371140317,0
2024-12-12 13:35:06,7.97165931432157,4.78055201514626,0
2024-12-12 13:35:08,8.56204974599087,4.93903870311697,0
2024-12-12 13:35:10,9.06035249928349,5.05277208855984,0
2024-12-12 13:35:11,9.33929492202225,5.07753108606033,0
2024-12-12 13:35:12,9.62505318257676,5.07396302574942,0
2024-12-12 13:35:13,9.85186964137952,5.07843194838366,0
2024-12-12 13:35:14,10.0953399963896,5.07830690202359,0
2024-12-12 13:35:15,10.3536193279314,5.07331981488031,0
2024-12-12 13:35:16,10.6015702571098,5.07754564479969,0
2024-12-12 13:35:18,10.8558988089105,5.08949305181863,0
2024-12-12 13:35:19,11.1035061293278,5.10826795333592,0
2024-12-12 13:35:20,11.3898160715506,5.10611067508171,0
2024-12-12 13:35:21,11.6952495671126,5.10010283768301,0
2024-12-12 13:35:22,11.9981616747443,5.09643474721032,0
2024-12-12 13:35:23,12.33595839978,5.10035615362179,0
2024-12-12 13:35:24,12.6898427839546,5.11159495769599,0
2024-12-12 13:35:25,13.0248359689456,5.11527315347395,0
2024-12-12 13:35:26,13.3255772282498,5.14525560683616,0
2024-12-12 13:35:28,13.6024069273845,5.1491874828347,0
2024-12-12 13:35:29,13.824465684522,5.14921229884653,0
2024-12-12 13:35:30,14.1373023534547,5.1452684721191,0
2024-12-12 13:35:31,14.428348667199,5.11814299630352,0
2024-12-12 13:35:32,14.692211529958,5.10401735606536,0
2024-12-12 13:35:33,14.9928418808494,5.19630891990875,0
2024-12-12 13:49:51,15.2289082024023,5.15404247922772,0
2024-12-12 13:49:53,15.7670267370996,5.06793311078113,0
2024-12-12 13:49:54,16.6430263733695,4.90605464376292,0
2024-12-12 13:49:56,17.1954058093365,4.74961483911292,0
2024-12-12 13:49:57,17.4746340317935,4.54694780083916,0
2024-12-12 13:49:58,17.7513883392502,3.94688339815507,0
2024-12-12 13:49:59,17.75395715419,3.22862780025235,0
2024-12-12 13:50:00,17.690212110347,2.63562489747718,0
2024-12-12 13:50:02,17.897451414549,1.79204972332191,0
2024-12-12 13:50:03,17.6453026284063,0.862760846995317,0
2024-12-12 13:50:04,17.5464315392577,0.33094345510386,0
2024-12-12 13:50:06,17.4167877648439,-0.532536811875023,0
2024-12-12 13:50:07,17.1936113133861,-1.0263186212589,0
2024-12-12 13:50:08,17.0392628372901,-1.66043975862143,0
2024-12-12 13:50:09,16.9357010474645,-2.19354930847806,0
2024-12-12 13:50:10,16.3968531611472,-2.83651358322769,0
2024-12-12 13:50:11,17.2799099733572,-3.96306146455731,0
2024-12-12 13:50:13,17.1348931524163,-4.09935218050048,0
2024-12-12 13:50:15,16.8165265236172,-4.16727536614233,0
2024-12-12 13:50:17,16.4163348472612,-4.03253299876415,0
